timestamp,temp_celsius,temp_fahrenheit,wind_speed_mph,pressure,humidity(%),Month_sin,Month_cos,Hour_sin,Hour_cos
2024-10-03 10:00:00,24.129328,75.44318,1.4393449,29.553053,90.98138,0.7517191,0.76829696,0.9301897,-0.298096
2024-10-03 11:00:00,23.871761,74.97961,1.3257169,29.55429,90.46659,0.7551675,0.75913775,0.86279297,-0.46314138
2024-10-03 12:00:00,23.950653,75.121254,1.4257842,29.556986,89.625534,0.75975156,0.74904656,0.7661387,-0.6211583
2024-10-03 13:00:00,24.453857,76.025986,1.9666493,29.561031,88.34931,0.76298416,0.7448623,0.6403308,-0.7669173
2024-10-03 14:00:00,25.25852,77.472885,2.7969487,29.56389,86.927864,0.76551867,0.74275184,0.48585358,-0.88691103
2024-10-03 15:00:00,26.049208,78.89502,3.4068632,29.560545,85.468796,0.76250315,0.7386224,0.30300456,-0.9729279
2024-10-03 16:00:00,26.632227,79.94407,3.331129,29.551083,84.72216,0.75310946,0.72803915,0.094767004,-1.0171192
2024-10-03 17:00:00,26.913675,80.45086,3.0360236,29.535334,84.33795,0.74341524,0.71629286,-0.11386872,-1.0142285
2024-10-03 18:00:00,26.963114,80.54042,2.75107,29.51415,84.03475,0.739298,0.7099892,-0.31526062,-0.9660273
2024-10-03 19:00:00,26.76262,80.18041,2.3918679,29.489677,84.21107,0.7254386,0.7024065,-0.5094674,-0.8718636
2024-10-03 20:00:00,26.384687,79.500984,2.0311017,29.468307,85.02823,0.70810866,0.7017633,-0.68219817,-0.73086375
2024-10-03 21:00:00,25.996778,78.80342,1.8206065,29.453438,86.09481,0.6867235,0.70925844,-0.8292437,-0.5404784
2024-10-03 22:00:00,25.515781,77.93792,1.7728244,29.44793,87.93844,0.6535928,0.72562325,-0.934139,-0.30066055
